message_id,customer_id,message_text,intent,priority,suggested_reply,escalation_flag
MSG00983,CUST1679,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00984,CUST2656,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00985,CUST7719,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00986,CUST7912,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00987,CUST3716,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00988,CUST8162,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00989,CUST5477,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00990,CUST2670,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00991,CUST7330,App is crashing !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00992,CUST9374,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00993,CUST5926,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00994,CUST7963,   ,Unknown,Low,We will assist you shortly.,No
MSG00995,CUST3949,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00996,CUST7789,No response from team,Unknown,Low,We will assist you shortly.,No
MSG00997,CUST2986,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00998,CUST2941,Order stuck in transit !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00999,CUST9541,No response from team,Unknown,Low,We will assist you shortly.,No
MSG01000,CUST1440,I am unhappy with support !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG01001,CUST3588,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG01002,CUST2413,No response from team,Unknown,Low,We will assist you shortly.,No
MSG01003,CUST9637,No response from team,Unknown,Low,We will assist you shortly.,No
MSG01004,CUST7179,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01005,CUST6770,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01006,CUST4054,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG01007,CUST1868,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01008,CUST7195,   ,Unknown,Low,We will assist you shortly.,No
MSG01009,CUST6395,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG01010,CUST7274,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG01011,CUST9081,   ,Unknown,Low,We will assist you shortly.,No
MSG01012,CUST7395,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG01013,CUST6881,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG01014,CUST4570,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG01015,CUST3040,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG01016,CUST9834,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG01017,CUST8768,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01018,CUST3807,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG01019,CUST4384,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG01020,CUST1298,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG01021,CUST4428,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG01022,CUST3236,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG01023,CUST4378,No response from team,Unknown,Low,We will assist you shortly.,No
MSG01024,CUST7848,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG01025,CUST7904,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG01026,CUST2616,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG01027,CUST2622,App is crashing !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG01028,CUST2071,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG01029,CUST4323,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG01030,CUST7658,Delivery delayed again !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG01031,CUST5748,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG01032,CUST7021,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG01033,CUST7736,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG01034,CUST2150,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG01035,CUST6648,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG01036,CUST9037,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG01037,CUST4917,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG01038,CUST9185,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG01039,CUST5538,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG01040,CUST2883,No response from team !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG01041,CUST4453,I was charged twice for my order !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG01042,CUST8710,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01043,CUST7054,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG01044,CUST4125,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG01045,CUST3488,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG01046,CUST3124,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG01047,CUST5161,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG01048,CUST2523,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG01049,CUST6628,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG01050,CUST8513,Tracking not updating !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG01051,CUST4227,App is crashing !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG01052,CUST4901,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG01053,CUST6962,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG01054,CUST2794,Payment failed but money deducted !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG01055,CUST2739,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG01056,CUST1673,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG01057,CUST7812,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG01058,CUST7874,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG01059,CUST2605,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG01060,CUST5847,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG01061,CUST6750,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG01062,CUST4995,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG01063,CUST4547,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG01064,CUST5544,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG01065,CUST8012,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG01066,CUST5769,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG01067,CUST2639,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG01068,CUST7436,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01069,CUST8623,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG01070,CUST7946,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG01071,CUST2945,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG01072,CUST5586,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG01073,CUST4312,   ,Unknown,Low,We will assist you shortly.,No
MSG01074,CUST4513,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG01075,CUST2197,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG01076,CUST8500,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG01077,CUST5234,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG01078,CUST3875,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG01079,CUST2910,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG01080,CUST9802,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01081,CUST4127,   ,Unknown,Low,We will assist you shortly.,No
MSG01082,CUST6549,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG01083,CUST2721,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG01084,CUST2117,   ,Unknown,Low,We will assist you shortly.,No
MSG01085,CUST5679,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG01086,CUST9024,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG01087,CUST3622,Website not loading !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG01088,CUST8045,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG01089,CUST3793,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG01090,CUST7707,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG01091,CUST5322,Website not loading !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG01092,CUST9912,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG01093,CUST1053,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG01094,CUST5646,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01095,CUST5591,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG01096,CUST3712,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG01097,CUST9140,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG01098,CUST5157,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG01099,CUST4811,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG01100,CUST4762,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG01101,CUST3715,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG01102,CUST2158,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG01103,CUST3766,No response from team,Unknown,Low,We will assist you shortly.,No
MSG01104,CUST8042,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG01105,CUST1972,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG01106,CUST4019,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG01107,CUST1119,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG01108,CUST7687,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG01109,CUST8298,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG01110,CUST9339,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG01111,CUST6344,Payment failed but money deducted !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG01112,CUST6560,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG01113,CUST4961,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG01114,CUST6242,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG01115,CUST1574,   ,Unknown,Low,We will assist you shortly.,No
MSG01116,CUST6536,Delivery delayed again !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG01117,CUST8811,Very bad service !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG01118,CUST3433,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG01119,CUST7093,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG01120,CUST2317,Password reset not working !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG01121,CUST2074,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG01122,CUST4829,   ,Unknown,Low,We will assist you shortly.,No
MSG01123,CUST7187,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG01124,CUST9552,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG01125,CUST7821,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG01126,CUST7931,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG01127,CUST6530,Coupon code not working !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG01128,CUST7300,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG01129,CUST7814,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG01130,CUST5148,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG01131,CUST6737,Refund not received yet !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG01132,CUST8749,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG01133,CUST3759,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG01134,CUST5384,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG01135,CUST3988,App is crashing !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG01136,CUST8498,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG01137,CUST4754,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG01138,CUST7050,No response from team,Unknown,Low,We will assist you shortly.,No
MSG01139,CUST9808,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG01140,CUST2988,I am unhappy with support !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG01141,CUST7249,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01142,CUST9786,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG01143,CUST3631,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG01144,CUST5274,Website not loading !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG01145,CUST6408,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG01146,CUST8182,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG01147,CUST9067,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG01148,CUST4147,No response from team,Unknown,Low,We will assist you shortly.,No
MSG01149,CUST8653,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG01150,CUST6427,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG01151,CUST3967,   ,Unknown,Low,We will assist you shortly.,No
MSG01152,CUST9350,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG01153,CUST5884,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG01154,CUST3932,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG01155,CUST2583,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG01156,CUST4316,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG01157,CUST4147,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG01158,CUST4337,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG01159,CUST4828,Order stuck in transit !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG01160,CUST4113,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG01161,CUST1560,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01162,CUST3891,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG01163,CUST4509,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01164,CUST1588,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG01165,CUST7905,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01166,CUST2692,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG01167,CUST8275,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01168,CUST5902,   ,Unknown,Low,We will assist you shortly.,No
MSG01169,CUST1371,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG01170,CUST6217,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG01171,CUST7200,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG01172,CUST2028,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG01173,CUST9010,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG01174,CUST8931,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG01175,CUST1739,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG01176,CUST6729,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG01177,CUST8463,App is crashing !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG01178,CUST3215,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG01179,CUST4526,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG01180,CUST2819,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG01181,CUST5171,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG01182,CUST4299,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG01183,CUST2443,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG01184,CUST8799,Payment failed but money deducted !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG01185,CUST2904,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01186,CUST6166,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG01187,CUST6757,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG01188,CUST3878,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG01189,CUST6881,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG01190,CUST2036,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG01191,CUST8899,Need invoice for my purchase !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG01192,CUST7496,   ,Unknown,Low,We will assist you shortly.,No
MSG01193,CUST2543,Need invoice for my purchase !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG01194,CUST1733,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG01195,CUST1591,Tracking not updating !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG01196,CUST4938,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG01197,CUST8841,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG01198,CUST7066,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG01199,CUST5341,Coupon code not working,Unknown,Low,We will assist you shortly.,No
